a_up,a_down,b_up,b_down,¹«Ê½£ºx=ay-(b+c)
0x800D,0x80D9,0x87,0x6D,
0x7F9E,0x804E,0x8A,0x95,
0x7EFE,0x8039,0x97,0x97,
0x801E,0x807B,0x7A,0x80,
0x814D,0x7F5E,0x85,0x6D,
0x8005,0x8006,0x6B,0xA5,
0x7F30,0x8047,0x5E,0x6D,
0x7F54,0x8119,0xA5,0x84,
0x8062,0x8111,0x8E,0x82,
0x7FD7,0x8098,0x77,0x89,
0x808A,0x8111,0x89,0x5E,
0x80AB,0x8140,0x8A,0x81,
0x7FEC,0x80C4,0x75,0x7E,
0x8024,0x8070,0x7A,0x98,
0x801B,0x7FEE,0x74,0x83,
0x8039,0x8167,0x61,0x85,
0x8044,0x8090,0x7A,0x63,
0x7F40,0x8083,0x98,0x65,
0x7FE6,0x807C,0x86,0x98,
0x8032,0x8010,0x9C,0x8F,
0x8074,0x7F4B,0x87,0x7D,
0x7F39,0x805A,0x7C,0x52,
0x8089,0x8084,0x8C,0x8B,
0x8039,0x802A,0x8B,0x90,
0x7FD2,0x8075,0xA7,0x7B,
0x7FF8,0x80FF,0x80,0x76,
0x8007,0x807D,0x8D,0x8C,
0x7FF5,0x7FD5,0x6D,0x8A,
0x7FAB,0x8037,0x84,0x7E,
0x8050,0x8081,0x6C,0x76,
0x803C,0x8076,0x7E,0x7A,
0x80D5,0x8049,0x91,0x70,
0x8086,0x809A,0x89,0x96,
0x80D0,0x8094,0x91,0x7B,
0x7FE7,0x7FEC,0x88,0x8C,
0x7F9B,0x807D,0x61,0x99,
0x7F99,0x80EE,0x9C,0x79,
0x7FE4,0x8077,0x74,0x9E,
0x8059,0x80CF,0x7E,0x8A,
0x7F79,0x7FA5,0x6B,0x92,
0x8083,0x80B5,0x70,0x72,
0x80F4,0x80C6,0x90,0x8D,
0x7F5F,0x808B,0x66,0xAB,
0x7E82,0x7FE9,0x9E,0x7B,
0x7F5B,0x7FB6,0x82,0xA4,
0x804A,0x8112,0x86,0x6D,
0x80A6,0x80BC,0x87,0x77,
0x801F,0x8064,0x88,0x7D,
0x8036,0x7FB7,0x72,0x83,
0x8016,0x80C4,0x80,0x78,
0x7FB5,0x8067,0x8F,0x5F,
0x80DB,0x80CF,0x6A,0x82,
0x80CC,0x80D4,0x69,0x86,
0x800D,0x8031,0x7A,0x6A,
0x7FAE,0x8162,0x55,0x8C,
0x7FBA,0x8110,0x77,0x93,
0x7F8C,0x805E,0x8A,0x89,
0x8014,0x80D4,0x7D,0x6D,
0x8051,0x80D2,0x8E,0x7F,
0x7FA5,0x8052,0x6F,0xA4,
0x7FC7,0x7FD4,0x96,0x7C,
0x7FEE,0x80C2,0x89,0x81,
0x7FCF,0x7F98,0x8A,0xA1,
0x7EAB,0x80D6,0xA0,0x85,
0x7FFD,0x80F2,0x8C,0x84,
0x7FBC,0x80D4,0x85,0x8B,
0x80C8,0x804C,0x80,0x84,
0x7F94,0x8041,0x6D,0x86,
0x80AB,0x7FF5,0x84,0x97,
0x8009,0x8028,0x6D,0x6E,
0x7F7F,0x812B,0x5A,0x88,
0x8035,0x7FF6,0x76,0x9D,
0x8040,0x8138,0x81,0x90,
0x7F33,0x7FEA,0xA9,0x57,
0x8007,0x7FC8,0x81,0x90,
0x8112,0x807C,0x8F,0x70,
0x8076,0x7FDF,0x7A,0x6F,
0x7FEE,0x80F5,0x72,0x8F,
0x80BD,0x8054,0xA0,0x7F,
0x7FF3,0x7F89,0x81,0x78,
0x7EE8,0x80B4,0x87,0x7E,
0x801D,0x8041,0x86,0x8C,
0x7F86,0x80C3,0x4F,0x81,
0x7FC1,0x7FF5,0x96,0x89,
0x80C2,0x809B,0x81,0x6B,
0x8038,0x7F75,0x88,0x9C,
0x809D,0x8166,0x72,0x80,
0x8062,0x80F1,0x79,0x65,
0x7FBA,0x8035,0x53,0x74,
0x8047,0x8014,0x75,0x77,
0x7F94,0x809E,0x76,0x76,
0x8052,0x7FFB,0x5A,0x86,
0x7FF2,0x7FE5,0x69,0x7C,
0x8085,0x8106,0x85,0x7F,
0x7F23,0x803E,0x72,0x63,
0x8011,0x7FCC,0x80,0x74,
0x7FC0,0x8113,0x92,0x8A,
0x806D,0x80A5,0x82,0x81,
0x801B,0x808E,0x89,0x8B,
0x7F60,0x7F2C,0xB4,0x89,
0x7FF8,0x8111,0x8C,0x95,
0x7F8B,0x810B,0xA6,0x88,
0x8070,0x7F50,0x7E,0x5D,
0x7F86,0x7FCC,0x74,0x9B,
0x804B,0x8157,0x8B,0x8E,
0x7FE9,0x7F7F,0x72,0x97,
0x803A,0x8015,0x9E,0xA5,
0x7FE4,0x80A1,0x74,0xA5,
0x806C,0x809F,0x89,0x77,
0x80CB,0x8127,0x88,0x71,
0x7FED,0x80E6,0x98,0xA0,
0x7FE0,0x806D,0x5A,0x96,
0x7F5A,0x803B,0x90,0x93,
0x80F4,0x8164,0x91,0x84,
0x7FF5,0x80AD,0x6B,0x88,
0x8072,0x809F,0x84,0x8F,
0x8033,0x8138,0x6D,0x83,
0x7FB6,0x80EB,0x7B,0x8E,
0x7FDA,0x80F1,0x7B,0xBF,
0x804E,0x801F,0x77,0x95,
0x80CF,0x8120,0x6C,0x8E,
0x8062,0x80AB,0x81,0x99,
0x7F6C,0x81A6,0xA5,0x88,
0x8060,0x801C,0x63,0xB5,
0x80DC,0x810B,0x7C,0x89,
0x7F5E,0x7F68,0x94,0x9B,
0x8094,0x806E,0x86,0x7E,
0x7FC7,0x800E,0x9A,0x58,
0x80AC,0x80DC,0x71,0x80,
0x8055,0x7F3E,0x81,0x64,
0x7FA3,0x812D,0x64,0x68,
0x7FD6,0x804A,0x7F,0x63,
0x7EFE,0x80E4,0xAF,0x81,
0x7FF4,0x7FB4,0x65,0xA3,
0x8039,0x80AF,0x6B,0x8E,
0x8011,0x7FAC,0x6D,0x89,
0x8013,0x8072,0x69,0x9E,
0x800F,0x8134,0x7A,0x78,
0x805F,0x8180,0x7D,0x68,
0x7F99,0x8041,0x69,0x93,
0x8066,0x80AF,0x8D,0x89,
0x7FE0,0x809D,0x8C,0x7B,
0x806B,0x8041,0x7F,0x72,
0x7FE2,0x805A,0x96,0x81,
0x809A,0x8049,0x83,0x97,
0x7F89,0x8195,0x87,0x7C,
0x7FC9,0x7FF0,0x60,0x76,
0x7FAD,0x804F,0x8C,0x89,
0x802A,0x802F,0x78,0x88,
0x7F91,0x8066,0x70,0x71,
0x7FD0,0x8032,0x61,0x86,
0x7FC5,0x7FF4,0x75,0xAF,
0x7FBA,0x7FEF,0x7D,0x84,
0x7F8B,0x80D0,0x94,0x7C,
0x7F58,0x7FBD,0x9A,0x8B,
0x7FD6,0x80B6,0x8C,0x76,
0x8037,0x7FDE,0x84,0x85,
0x810D,0x80D5,0x65,0x93,
0x7F74,0x8015,0x81,0x80,
0x8140,0x80D9,0x77,0x72,
0x7F7E,0x8056,0x61,0x97,
0x8096,0x8135,0x96,0x77,
0x8015,0x8073,0x6C,0x66,
0x7F97,0x81AB,0x91,0x7E,
0x7F49,0x7FB9,0x97,0xA1,
0x802B,0x8038,0x94,0x85,
0x804B,0x80DD,0x60,0x94,
0x805D,0x7FCB,0x72,0x8F,
0x8048,0x8114,0x86,0x8B,
0x8019,0x8075,0x89,0x80,
0x80EE,0x7FD0,0x75,0x9C,
0x7F1E,0x7FAC,0x4A,0x71,
0x7FBA,0x8037,0x56,0x8A,
0x7F06,0x80AD,0xAE,0x6D,
0x80CD,0x7FCC,0x8F,0x86,
0x7F65,0x7FAF,0x75,0x9D,
0x7FFB,0x7FDD,0x59,0x95,
0x802D,0x8060,0x91,0x6A,
0x7FE3,0x8041,0xA1,0x93,
0x8053,0x7FA4,0x6B,0x73,
0x7FBE,0x7FDD,0x46,0x95,
0x7F68,0x80BD,0x9B,0x6E,
0x8065,0x802B,0x82,0x7F,
0x802E,0x8096,0x8A,0x7A,
0x7FBB,0x8013,0x7E,0x67,
0x8050,0x8199,0x8D,0x7B,
0x80FE,0x8193,0x90,0x71,
0x7FCD,0x811C,0x88,0x81,
0x7FEA,0x808A,0x51,0x62,
0x7EBE,0x8003,0xB4,0x94,
0x7FBF,0x814F,0x62,0x79,
0x80FB,0x8165,0x6D,0x7C,
0x800A,0x80EB,0x94,0x7E,
0x8040,0x805A,0x6B,0x86,
0x7FA5,0x80E0,0x97,0x88,
0x807F,0x8037,0x6E,0x5A,
0x7F63,0x800A,0x6F,0xA1,
0x7F80,0x808A,0x6A,0x71,
0x8075,0x8143,0x80,0x7B,
0x8094,0x808B,0x72,0x77,
0x7FFF,0x813C,0x71,0x8A,
0x7FC8,0x8008,0x76,0xAE,
0x80C5,0x80E3,0x96,0x8A,
0x7F79,0x8095,0x65,0x84,
0x7FF9,0x809D,0x60,0x8D,
0x80C5,0x8018,0x87,0x6F,
0x7EC3,0x7FDC,0x6B,0xA1,
0x8114,0x8027,0x8C,0x8F,
0x805B,0x8159,0x6B,0x7E,
0x8037,0x8128,0x93,0x9B,
0x7F20,0x8084,0x70,0x87,
0x7F9D,0x81BC,0x93,0x79,
0x802A,0x8120,0x56,0x7B,
0x807E,0x809D,0x86,0x88,
0x7FBC,0x808F,0x88,0x83,
0x8047,0x8027,0x5D,0x72,
0x8064,0x80DF,0x64,0x69,
0x8030,0x808E,0x8B,0x68,
0x7FEC,0x7FCE,0x78,0xB4,
0x7FED,0x7F60,0x88,0xA4,
0x7FD0,0x7F44,0x6D,0xB7,
0x7F83,0x810C,0x89,0x7F,
0x8076,0x8110,0x90,0x84,
0x8032,0x8009,0x84,0x82,
0x801B,0x80C5,0x4F,0x8E,
0x8030,0x8033,0x91,0x78,
0x7F69,0x7FDB,0x81,0x9C,
0x7FEF,0x7FF8,0x88,0x6E,
0x7FB4,0x813B,0x89,0x72,
0x814F,0x804D,0x80,0x72,
0x7FF2,0x8069,0x65,0x84,
0x80D0,0x80BE,0x81,0x76,
0x8043,0x8061,0x79,0x72,
0x8086,0x8063,0x7F,0x95,
0x7FDA,0x8123,0x9B,0x79,
0x804B,0x80F8,0x86,0x6B,
0x7F59,0x7FC2,0x5E,0x89,
0x7F8E,0x8082,0x5F,0x6D,
0x802A,0x8145,0x50,0x79,
0x801A,0x808B,0x91,0x7D,
0x7FCF,0x8044,0x7F,0x90,
0x7F84,0x80A3,0x82,0x82,
0x7F0C,0x7EC3,0x92,0x55,
0x7F0B,0x800D,0x80,0x8A,
0x8047,0x808D,0x79,0x9A,
0x7FC5,0x8164,0x91,0x75,
0x80A2,0x7FFF,0x69,0x8E,
0x7FF3,0x8150,0x78,0x8C,
0x8025,0x8098,0x86,0x70,
0x7F68,0x8105,0x83,0x7C,
0x7FCB,0x7F69,0x5A,0x61,
0x7F39,0x8037,0x9E,0x7B,
0x8074,0x8107,0x8A,0x8D,
0x7F79,0x812D,0x8E,0x60,
0x80A9,0x8090,0x72,0x94,
0x80F1,0x80D2,0x81,0x8F,
0x8110,0x80AB,0x74,0x6F,
0x803B,0x803E,0x82,0x94,
0x7FEC,0x80B3,0x7A,0x75,
0x800A,0x80F0,0x72,0x98,
0x7F1B,0x80E9,0x69,0x7E,
0x8076,0x8036,0x8C,0x9C,
0x803C,0x8159,0x71,0x70,
0x80E3,0x8090,0x74,0x78,
0x8074,0x8113,0x89,0x7D,
0x7F5B,0x816F,0xAB,0x7F,
0x80AC,0x800E,0x7E,0x71,
0x7EC8,0x7FF1,0x70,0xAE,
0x8089,0x80FA,0x77,0x67,
0x7F6E,0x803A,0x86,0x96,
0x80BD,0x8107,0x69,0x88,
0x7F82,0x811A,0xA3,0x9A,
0x7F3A,0x7FD1,0x6E,0xA4,
0x7FF7,0x8081,0x6C,0xAE,
0x8005,0x80F6,0x61,0x5E,
0x804B,0x81CF,0x84,0x7C,
0x8018,0x816E,0xB4,0x99,
0x7EA6,0x80B1,0x58,0x86,
0x8044,0x8103,0x83,0x86,
0x7FD5,0x80E6,0x5E,0x99,
0x8026,0x80DD,0x61,0x47,
0x7F7F,0x8141,0x99,0x82,
0x8025,0x809E,0x89,0x7B,
0x7F69,0x8139,0x74,0x9C,
0x7FDB,0x806F,0x6C,0x85,
0x7FA8,0x801A,0x82,0xB2,
0x8052,0x804C,0x71,0x84,
0x7F32,0x7FF7,0x77,0x53,
0x8074,0x8128,0x78,0x7A,
0x808F,0x7FDB,0x8D,0x85,
0x809A,0x8009,0x8B,0x55,
0x7FEB,0x80E0,0x97,0x8F,
0x7FA9,0x80D2,0x67,0x85,
0x8088,0x80B7,0x6D,0x6E,
0x8012,0x809E,0x99,0x50,
0x7F91,0x8108,0x80,0x79,
0x7FDC,0x80C8,0x88,0x95,
0x7F5F,0x817E,0x87,0x75,
0x7FD1,0x802E,0x74,0x96,
0x7F21,0x8122,0x8D,0x7D,
0x7F29,0x8188,0xA1,0x8C,
0x80A5,0x80F8,0x7F,0x6F,
0x7FD6,0x8097,0x86,0xAE,
0x8011,0x807A,0x90,0x96,
0x8052,0x8146,0x8D,0x92,
0x7FD9,0x80AE,0x9A,0x8D,
0x7F34,0x8029,0xA7,0x96,
0x7FAA,0x81E8,0x6B,0x83,
0x801C,0x8086,0x95,0xAF,
0x8112,0x8155,0x74,0x84,
0x8048,0x8198,0x81,0x67,
0x808C,0x8133,0x70,0x9A,
0x8037,0x8044,0x83,0x9F,
0x8078,0x80E4,0x68,0x5D,
0x80D9,0x8008,0x73,0x8C,
0x8039,0x810F,0x77,0x7D,
0x8068,0x8098,0x82,0xAE,
0x8013,0x80C5,0x83,0x99,
0x7FE6,0x8148,0x7A,0x78,
0x805B,0x8174,0x77,0x5C,
0x8088,0x822C,0x8D,0x7A,
0x7F80,0x812B,0x84,0x83,
0x800F,0x8087,0x6C,0x95,
0x7EB8,0x80BA,0x95,0x6B,
0x7FE2,0x801E,0x57,0xA0,
0x7F6C,0x7FE8,0x5B,0x69,
0x80B2,0x807D,0x91,0x93,
0x7FA3,0x81B6,0x56,0x7B,
0x7F34,0x80FF,0x81,0x7B,
0x7F85,0x808A,0x5A,0x72,
0x7FB1,0x80D5,0x89,0x6D,
0x8171,0x80CD,0x83,0x8D,
0x7F4D,0x8047,0x69,0x81,
0x7F82,0x7FDA,0x8F,0x8F,
0x8029,0x8053,0x74,0x8C,
0x7F91,0x80BF,0x75,0x8A,
0x80D7,0x80FF,0x8D,0x81,
0x8023,0x816A,0x77,0x77,
0x807B,0x8084,0x87,0x5D,
0x806B,0x801F,0x74,0x81,
0x7F42,0x8031,0x5A,0x76,
0x7FBB,0x8093,0x5D,0x6F,
0x8022,0x8044,0x85,0x7A,
0x7FC5,0x814F,0x52,0x7E,
0x8147,0x8106,0x8C,0x7D,
0x8037,0x80D6,0x8A,0x83,
0x7F4F,0x8032,0x58,0x67,
0x7FA2,0x80A9,0x5B,0x5B,
0x8001,0x80B5,0x6C,0x98,
0x7FF7,0x8091,0x8C,0x81,
0x7FEC,0x7FD1,0x91,0x6A,
0x7F2B,0x8079,0x6F,0x7D,
0x7F8E,0x80F1,0x66,0x9B,
0x7F89,0x8056,0x9F,0x91,
0x800B,0x817B,0x91,0x81,
0x8035,0x80AB,0x76,0x58,
0x804A,0x7FB7,0x77,0xA5,
0x803A,0x81E8,0x79,0x8C,
0x7FFF,0x80FA,0x8F,0x97,
0x8035,0x80EF,0x7E,0x71,
0x7FCD,0x8150,0x72,0x76,
0x800A,0x80FB,0x64,0x72,
0x8044,0x80AB,0x7B,0x78,
0x8162,0x8086,0x79,0x80,
0x7FF2,0x8118,0x69,0x84,
0x80EA,0x81AA,0x8F,0x81,
0x802B,0x7EC6,0x9D,0xB6,
0x8000,0x80DB,0x5D,0x77,
0x7F1C,0x8137,0xA6,0x91,
0x80B2,0x808E,0x84,0x66,
0x8029,0x7FE8,0x9D,0x4D,
0x80C1,0x8128,0x5C,0x90,
0x7F62,0x8168,0x6D,0x8B,
0x8039,0x80CF,0x85,0x86,
0x8085,0x8087,0x8A,0x73,
0x7F39,0x8090,0x9E,0x70,
0x8024,0x80E3,0x7F,0x79,
0x8034,0x819B,0x78,0x7E,
0x7F9E,0x8159,0x89,0x80,
0x7FB5,0x7F73,0x57,0x65,
0x8046,0x818E,0x8A,0x8E,
0x7F23,0x812E,0x62,0x89,
0x7F90,0x7F76,0x95,0xA2,
0x803F,0x8145,0x7B,0x82,
0x7F4D,0x80A6,0x5E,0x80,
0x7F25,0x7FCD,0x92,0x98,
0x7F81,0x8078,0x5D,0x6E,
0x80FC,0x80F6,0x74,0x81,
0x8114,0x8174,0x5E,0x83,
0x8113,0x809C,0x76,0xA3,
0x801C,0x80B5,0x6D,0x79,
0x7F52,0x804D,0xAD,0x92,
0x8057,0x805A,0x9B,0xA9,
0x80BC,0x8085,0x68,0x68,
0x7FF8,0x8053,0x7C,0xA2,
0x7FE0,0x8043,0x79,0x9A,
0x7F92,0x8034,0x84,0x84,
0x8080,0x8192,0x80,0x91,
0x7FB3,0x80FC,0x94,0x95,
0x80C7,0x8185,0x76,0x89,
0x7FF9,0x8159,0x72,0x9B,
0x7FF7,0x8103,0x94,0x86,
0x7F6C,0x8075,0x94,0x78,
0x7F32,0x807E,0x68,0x77,
0x7F66,0x8135,0x81,0x97,
0x7FFC,0x7FF0,0x83,0x97,
0x80A1,0x802E,0x6E,0x99,
0x7FF1,0x8045,0x7A,0x6D,
0x800C,0x8124,0x7D,0x7F,
0x801F,0x812E,0x7F,0x84,
0x7F4C,0x8056,0x8F,0x76,
0x8054,0x7FF4,0x77,0x8D,
0x8047,0x7F3C,0x69,0x97,
0x8090,0x803D,0x83,0x95,
0x7F8C,0x7FDD,0x8D,0x65,
0x7F44,0x7FE4,0x73,0xA3,
0x80AA,0x7F65,0x8F,0x99,
0x80D8,0x8062,0x83,0x71,
0x7FC5,0x80E1,0x64,0x86,
0x801F,0x804C,0x70,0x67,
0x7FCD,0x81A6,0x8B,0x88,
0x8137,0x80DC,0x8E,0x89,
0x803F,0x8139,0x5F,0x7E,
0x7FCF,0x80A7,0x7D,0x7B,
0x7FE7,0x80A2,0x9D,0x85,
0x80BB,0x80D8,0x81,0x8A,
0x7FC6,0x8072,0x62,0x6E,
0x7F6D,0x7FE8,0x94,0x74,
0x7F45,0x8132,0x60,0x8C,
0x7FE6,0x8051,0x8B,0x82,
0x8112,0x8098,0x50,0x92,
0x7EC9,0x8138,0x68,0x85,
0x7F1D,0x80B5,0x44,0x8A,
0x805C,0x8011,0x87,0x8E,
0x8075,0x8080,0x65,0x67,
0x7F61,0x804A,0x7C,0x7D,
0x7FB6,0x80B8,0x7C,0x6B,
0x7F3E,0x80B6,0x9C,0x9A,
0x804B,0x7FE8,0x8C,0x75,
0x7FCA,0x8087,0x77,0x81,
0x802E,0x803F,0x77,0x8B,
0x8045,0x80D8,0x6E,0x7B,
0x80FA,0x8015,0x8F,0x9A,
0x7F96,0x80DE,0x81,0x84,
0x8087,0x80F8,0x88,0x7E,
0x801D,0x8094,0x7D,0x92,
0x8078,0x7F69,0x74,0xA6,
0x80C9,0x8029,0x7D,0x67,
0x7FEE,0x80AA,0x86,0x91,
0x80D0,0x8052,0x93,0x9A,
0x7FC9,0x8193,0x91,0x7D,
0x7F2E,0x8104,0x5C,0x7A,
0x7EE8,0x80A1,0x9B,0x78,
0x8102,0x804F,0x8E,0x7B,
0x7FB1,0x808E,0x8E,0x62,
0x7F53,0x8016,0x69,0x89,
0x7F96,0x80A3,0x62,0x87,
0x800E,0x801A,0x7B,0x95,
0x7FD8,0x80A8,0x8A,0x74,
0x7F76,0x802F,0x92,0x71,
0x7FCC,0x803F,0x7C,0x5D,
0x816F,0x8126,0x93,0x85,
0x7FFB,0x80A0,0x91,0x82,
0x7FE2,0x813C,0x7E,0x77,
0x7F4C,0x81A8,0x92,0x7D,
0x8148,0x8047,0x8A,0x70,
0x7FE3,0x7FF5,0x88,0x8E,
0x7FF9,0x8106,0x88,0x7A,
0x7F78,0x7FE9,0x8C,0x68,
0x803D,0x80E4,0x8E,0x7E,
0x809A,0x7FBD,0x90,0x92,
0x80B4,0x817A,0x8C,0x8B,
0x7F62,0x8183,0x7E,0x90,
0x802C,0x8148,0x89,0x9E,
0x8028,0x80CE,0x5C,0x8D,
0x8088,0x8154,0x7E,0x83,
0x808B,0x8003,0x79,0x70,
0x80B8,0x7FDB,0x8A,0xA1,
0x7FB2,0x7F69,0x8A,0x7A,
0x7F74,0x7FAF,0x5B,0xA5,
0x7FA3,0x8070,0x5B,0x75,
0x7F6D,0x807E,0x60,0xA1,
0x7FC3,0x80C5,0x72,0x87,
0x809D,0x8182,0x81,0x91,
0x7F3E,0x8139,0x65,0x89,
0x7F6B,0x8074,0x6D,0x76,
0x7FC6,0x80E1,0x90,0x79,
0x8049,0x80FB,0x8D,0x9B,
0x7FFE,0x80D2,0x99,0x5E,
0x8042,0x80F8,0x96,0x76,
0x7F0E,0x812D,0x89,0x69,
0x7EE6,0x809D,0x69,0x7C,
0x7FD8,0x810C,0x76,0x69,
0x8129,0x804F,0x79,0x50,
0x8064,0x8061,0x7C,0x88,
0x80E8,0x80F2,0x89,0x6A,
0x7FFB,0x8111,0x60,0x80,
0x804F,0x821D,0x79,0x8F,
0x7FF3,0x80AA,0x75,0x84,
0x8087,0x80E6,0x73,0x52,
0x80F1,0x80B7,0x8D,0x63,
0x7FFB,0x80F4,0x83,0x9C,
0x8009,0x8123,0x88,0x81,
0x8083,0x81DC,0x8B,0x9B,
0x7E99,0x80BF,0xA0,0x9C,
0x8067,0x8212,0x6D,0x7C,
0x80A0,0x827A,0x8E,0x8A,
0x8013,0x8014,0x82,0x9F,
0x80A5,0x809B,0x8C,0x6A,
0x8089,0x821E,0x84,0x88,
0x7F40,0x816D,0xAC,0x7D,
0x8012,0x815C,0x90,0x64,
0x7F54,0x819E,0xA3,0x7F,
0x7FD1,0x81DE,0x75,0x84,
0x7F78,0x80C4,0x61,0x56,
0x7FBF,0x7FDE,0x87,0x9F,
0x7F5D,0x8137,0xAC,0x6C,
0x80BA,0x8121,0x97,0xAA,
0x8057,0x8078,0x88,0x5E,
0x80E1,0x80B3,0x7E,0xAA,
0x7F45,0x81B7,0x98,0x85,
0x80D0,0x8122,0x79,0x63,
0x7F1D,0x80BF,0x6F,0x68,
0x80D6,0x80EA,0x88,0x8D,
0x8058,0x81D2,0x8B,0x94,
0x801B,0x821F,0x90,0x8E,
0x7F93,0x81E8,0x60,0x8D,
0x7FB9,0x81DC,0x5F,0x88,
0x7EF0,0x8207,0x92,0x94,
0x8013,0x8226,0x88,0x9E,
0x7FF9,0x8195,0x7F,0x85,
0x80C1,0x80EA,0x7E,0x88,
0x7E5D,0x820A,0x9F,0x9F,
0x7F72,0x8135,0x6A,0x86,
0x80B4,0x8124,0x90,0x78,
0x80DC,0x8064,0x8A,0x77,
0x800E,0x8099,0x69,0x8A,
0x7F5B,0x8178,0x99,0x9D,
0x805B,0x805C,0x6D,0xA1,
0x800E,0x80B8,0x66,0x69,
0x8048,0x7F72,0xA1,0xB3,
0x80CD,0x812E,0x83,0xA0,
0x80ED,0x8168,0x83,0xAB,
0x7FC1,0x8187,0x71,0x85,
0x7F12,0x81AE,0x68,0x81,
0x7FD5,0x824C,0x92,0x97,
0x7F1B,0x8095,0x56,0x98,
0x7FE2,0x8159,0x73,0x78,
0x8097,0x80C9,0x8D,0x56,
0x802E,0x81C8,0x85,0x91,
0x80D3,0x7FF4,0x7B,0xA2,
0x810C,0x7FCD,0x8B,0x9D,
0x8034,0x80C1,0x88,0x96,
0x806E,0x825D,0x7C,0x7B,
0x7F6F,0x820F,0x71,0x87,
0x8059,0x815B,0x8E,0x9D,
0x802F,0x7FCA,0x8E,0xB2,
0x7F7C,0x81F1,0x5C,0x70,
0x7EF4,0x8137,0x5D,0x8A,
0x7F62,0x8086,0x9B,0x57,
0x80D8,0x815E,0x7A,0x6A,
0x8064,0x8011,0x72,0xA5,
0x8010,0x804C,0x8F,0x67,
0x7F72,0x813F,0x48,0x94,
0x80A3,0x7FD3,0x77,0x91,
0x7F39,0x803F,0xA4,0x61,
0x80B6,0x80AA,0x71,0x8A,
0x7F1E,0x80FF,0x88,0x7E,
0x8133,0x80EB,0x7D,0x92,
0x7F4D,0x8174,0x97,0x7E,
0x7F87,0x8167,0x6E,0x7D,
0x803B,0x807E,0x8C,0x64,
0x7FD1,0x81BE,0x65,0x88,
0x7EA7,0x81D3,0x61,0x99,
0x7FD3,0x810D,0x6B,0x8B,
0x8023,0x819D,0x87,0x76,
0x7F76,0x80AC,0x87,0x95,
0x8092,0x802F,0x7C,0x87,
0x8053,0x80E5,0x8B,0x69,
0x808F,0x80A4,0x85,0x72,
0x811A,0x8147,0x89,0x82,
0x7F99,0x8098,0x71,0x96,
0x807E,0x8097,0x81,0x7A,
0x8067,0x8035,0x7B,0x99,
0x8014,0x8002,0x75,0x6C,
0x80F8,0x8057,0x97,0x91,
0x7F92,0x8116,0x81,0x6D,
0x803D,0x80B7,0x90,0x88,
0x7EFE,0x8014,0x54,0x73,
0x7EFE,0x817F,0x54,0x7E,
0x7FF4,0x81C0,0x90,0x87,
0x7F68,0x80BE,0x9B,0x7B,
0x8044,0x8137,0x73,0x70,
0x8036,0x80E0,0x83,0x86,
0x7E8D,0x8102,0x58,0x73,
0x8020,0x8157,0x8F,0x7D,
0x8077,0x80E9,0x7A,0x68,
0x7F93,0x80AB,0x6D,0x83,
0x80FF,0x8089,0x96,0xA7,
0x8106,0x818B,0x6B,0x95,
0x80A7,0x803E,0x7F,0xB1,
0x818C,0x83A5,0x64,0x8C,
0x82A5,0x8450,0x41,0x91,
0x8B72,0x8E58,0x62,0x98,
